| +I |                    1 |                90174 |                 5670 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra6 |                         Item A |                  Description D |                 6225 |                 4073 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2622 |                   25 |                 auction_extra2 |
| +I |                  768 |                78018 |                 4674 |                       facebook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra6 |                         Item C |                  Description B |                 2868 |                 2826 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1288 |                   15 |                auction_extra10 |
| +I |                  769 |                41283 |                 8928 |                          baidu |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra8 |                         Item B |                  Description C |                 4150 |                 6171 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3106 |                   15 |                 auction_extra9 |
| +I |                  770 |                51430 |                 3952 |                          Apple |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                        extra10 |                         Item B |                  Description C |                 2905 |                 4628 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8610 |                   20 |                 auction_extra5 |
| +I |                  771 |                18566 |                 4344 |                          Apple |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra7 |                         Item C |                  Description D |                 5666 |                 6747 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2962 |                   20 |                 auction_extra9 |
| +I |                  772 |                78177 |                 5530 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra7 |                         Item D |                  Description A |                 2452 |                 3211 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4388 |                   25 |                 auction_extra3 |
| +I |                  773 |                14207 |                 4270 |                       FaceBook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra6 |                         Item A |                  Description A |                 3280 |                 5536 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4011 |                    5 |                 auction_extra4 |
| +I |                  774 |                43680 |                 8167 |                          Apple |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra8 |                         Item C |                  Description A |                 7073 |                 3766 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5501 |                   20 |                 auction_extra9 |
| +I |                  775 |                14234 |                 6393 |                          Apple |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra9 |                         Item C |                  Description A |                 4081 |                 6429 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1827 |                   10 |                auction_extra10 |
| +I |                  776 |                46038 |                 4304 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                        extra10 |                         Item E |                  Description A |                 7642 |                 5397 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2241 |                   20 |                auction_extra10 |
| +I |                  777 |                14777 |                 8869 |                       facebook |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra3 |                         Item B |                  Description B |                 7144 |                 2432 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9617 |                   10 |                 auction_extra2 |
| +I |                  778 |                58857 |                 9144 |                          aPpLe | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra9 |                         Item D |                  Description D |                 2704 |                 6601 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5884 |                   25 |                 auction_extra6 |
| +I |                  779 |                14758 |                 6573 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra9 |                         Item D |                  Description B |                 4081 |                 3995 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2489 |                   25 |                 auction_extra1 |
| +I |                  780 |                97452 |                 2868 |                          baidu | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra4 |                         Item C |                  Description D |                 4950 |                 2730 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4279 |                   25 |                 auction_extra5 |
| +I |                  781 |                25629 |                 7980 |                          Apple | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra3 |                         Item B |                  Description D |                 6011 |                 1771 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5469 |                   15 |                 auction_extra7 |
| +I |                  782 |                97472 |                 7740 |                          baidu |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra7 |                         Item A |                  Description E |                 3220 |                 6562 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3043 |                   20 |                 auction_extra4 |
| +I |                  783 |                33125 |                 4120 |                          Apple |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra1 |                         Item A |                  Description A |                 6071 |                 6364 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3862 |                   20 |                 auction_extra2 |
| +I |                  784 |                53289 |                 7536 |                          aPpLe |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra6 |                         Item B |                  Description E |                 4960 |                 2856 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7293 |                    5 |                 auction_extra1 |
| +I |                  785 |                55563 |                 1791 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra1 |                         Item A |                  Description C |                 3191 |                 4832 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1143 |                   20 |                 auction_extra8 |
| +I |                  786 |                48944 |                 1253 |                          aPpLe |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra7 |                         Item A |                  Description D |                 3248 |                 5586 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5984 |                   25 |                 auction_extra2 |
| +I |                  787 |                64020 |                 2567 |                          Apple |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra4 |                         Item E |                  Description E |                 4824 |                 2113 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7253 |                    5 |                 auction_extra8 |
| +I |                  788 |                23311 |                 3143 |                          baidu |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description D |                 2247 |                 3956 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7154 |                   15 |                 auction_extra5 |
| +I |                  789 |                96854 |                 6925 |                          baidu |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra4 |                         Item A |                  Description E |                 5574 |                 4656 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5118 |                   20 |                 auction_extra8 |
| +I |                  790 |                56920 |                 3676 |                          Apple |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra7 |                         Item D |                  Description E |                 4812 |                 5751 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6097 |                   10 |                 auction_extra9 |
| +I |                  791 |                55495 |                 6428 |                          baidu |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra2 |                         Item B |                  Description E |                 3490 |                 3524 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4797 |                   10 |                 auction_extra4 |
| +I |                  792 |                62585 |                 2906 |                          baidu |        http://google.com/track | 2025-04-13 01:15:01.000 |                        extra10 |                         Item D |                  Description E |                 6242 |                 4429 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3062 |                   20 |                 auction_extra5 |
| +I |                  793 |                89614 |                 4147 |                          baidu | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description E |                 5240 |                 5217 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3532 |                   25 |                 auction_extra3 |
| +I |                  794 |                75261 |                 9869 |                       facebook |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra1 |                         Item D |                  Description C |                 2466 |                 4291 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3708 |                   25 |                 auction_extra7 |
| +I |                  795 |                28749 |                 4666 |                       FaceBook |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra1 |                         Item E |                  Description B |                 2474 |                 2563 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6639 |                   20 |                 auction_extra2 |
| +I |                  796 |                43648 |                 5995 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra8 |                         Item C |                  Description B |                 4361 |                 6974 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7649 |                    5 |                 auction_extra9 |
| +I |                  797 |                65034 |                 2241 |                          baidu |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra9 |                         Item C |                  Description E |                 3308 |                 1859 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4976 |                   10 |                 auction_extra4 |
| +I |                  798 |                48360 |                 8977 |                          aPpLe |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra7 |                         Item A |                  Description B |                 4966 |                 3950 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9035 |                   10 |                auction_extra10 |
| +I |                  799 |                53844 |                 2799 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra5 |                         Item B |                  Description A |                 7965 |                 6173 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2331 |                   25 |                 auction_extra8 |
| +I |                  800 |                93914 |                 3258 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra3 |                         Item E |                  Description B |                 6070 |                 5477 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4186 |                   25 |                 auction_extra8 |
| +I |                  801 |                17049 |                 4907 |                         google |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra8 |                         Item C |                  Description A |                 2283 |                 5095 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1626 |                    5 |                 auction_extra2 |
| +I |                  802 |                35805 |                 8412 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra2 |                         Item A |                  Description B |                 6650 |                 1515 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1080 |                   15 |                 auction_extra7 |
| +I |                  803 |                91658 |                 7060 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                        extra10 |                         Item A |                  Description B |                 2274 |                 2061 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6229 |                    5 |                 auction_extra3 |
| +I |                  804 |                96766 |                 4114 |                          baidu |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra5 |                         Item B |                  Description D |                 3653 |                 4282 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9468 |                   15 |                 auction_extra3 |
| +I |                  805 |                56198 |                 9865 |                          Apple |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra4 |                         Item B |                  Description B |                 7383 |                 3291 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1617 |                   10 |                 auction_extra4 |
| +I |                  806 |                62366 |                 9980 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra9 |                         Item E |                  Description A |                 6379 |                 1727 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1488 |                   10 |                 auction_extra9 |
| +I |                  807 |                60841 |                 9276 |                       facebook | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra4 |                         Item B |                  Description D |                 3328 |                 5302 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6945 |                   15 |                 auction_extra3 |
| +I |                  808 |                70725 |                 9477 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra2 |                         Item D |                  Description E |                 5567 |                 6883 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9606 |                   25 |                 auction_extra7 |
| +I |                  809 |                52723 |                 7119 |                          aPpLe | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra2 |                         Item A |                  Description B |                 4557 |                 4271 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1460 |                   25 |                 auction_extra4 |
| +I |                  810 |                89417 |                 4794 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra4 |                         Item D |                  Description A |                 3925 |                 4531 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1027 |                   10 |                auction_extra10 |
| +I |                  811 |                27431 |                 9861 |                          Apple |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra7 |                         Item E |                  Description A |                 7957 |                 1600 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9471 |                   25 |                 auction_extra9 |
| +I |                  812 |                89539 |                 7650 |                          aPpLe |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra7 |                         Item C |                  Description C |                 2802 |                 5121 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4834 |                    5 |                 auction_extra1 |
| +I |                  813 |                34390 |                 7002 |                          Apple |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra6 |                         Item A |                  Description E |                 4780 |                 5048 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5430 |                   10 |                 auction_extra4 |
| +I |                  814 |                59488 |                 7634 |                          aPpLe |        http://google.com/track | 2025-04-13 01:15:01.000 |                        extra10 |                         Item B |                  Description D |                 4016 |                 5179 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4257 |                    5 |                 auction_extra8 |
| +I |                  815 |                59209 |                 3862 |                       FaceBook |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra9 |                         Item D |                  Description E |                 5322 |                 6679 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2255 |                    5 |                auction_extra10 |
| +I |                  816 |                39363 |                 3154 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra3 |                         Item E |                  Description E |                 2337 |                 4623 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6218 |                   25 |                auction_extra10 |
| +I |                  817 |                50593 |                 2327 |                         google |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra9 |                         Item C |                  Description E |                 4468 |                 1634 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8201 |                    5 |                auction_extra10 |
| +I |                  818 |                38857 |                 1226 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra2 |                         Item C |                  Description A |                 5212 |                 5867 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4037 |                   25 |                 auction_extra7 |
| +I |                  819 |                84842 |                 5321 |                         google | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra9 |                         Item B |                  Description C |                 4974 |                 5142 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2281 |                    5 |                 auction_extra2 |
| +I |                  820 |                22251 |                 5337 |                         google | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra9 |                         Item B |                  Description C |                 5286 |                 4189 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5857 |                   25 |                 auction_extra1 |
| +I |                  821 |                18462 |                 2485 |                         google |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra1 |                         Item D |                  Description E |                 6589 |                 5786 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6364 |                   15 |                 auction_extra9 |
| +I |                  822 |                76079 |                 9797 |                          Apple |        http://google.com/track | 2025-04-13 01:15:01.000 |                        extra10 |                         Item C |                  Description A |                 2012 |                 6634 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8653 |                    5 |                auction_extra10 |
| +I |                  823 |                16585 |                 5368 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra5 |                         Item E |                  Description D |                 5703 |                 6085 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6658 |                   10 |                 auction_extra2 |
| +I |                  824 |                23175 |                 7865 |                         google |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra3 |                         Item B |                  Description A |                 4652 |                 6182 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7156 |                   25 |                 auction_extra8 |
| +I |                  825 |                64900 |                 7786 |                         google |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description D |                 2051 |                 2305 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8944 |                   15 |                 auction_extra2 |
| +I |                  826 |                45850 |                 6023 |                       FaceBook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra3 |                         Item A |                  Description C |                 7607 |                 5422 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7847 |                   15 |                 auction_extra9 |
| +I |                  827 |                46978 |                 7587 |                       FaceBook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra5 |                         Item D |                  Description A |                 4915 |                 5680 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7526 |                   15 |                 auction_extra7 |
| +I |                  828 |                83015 |                 9150 |                          Apple |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra8 |                         Item C |                  Description A |                 4152 |                 6628 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3414 |                   25 |                auction_extra10 |
| +I |                  829 |                68375 |                 2029 |                       facebook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description C |                 7234 |                 2156 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6277 |                   20 |                 auction_extra3 |
| +I |                  830 |                55622 |                 8805 |                          baidu |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra2 |                         Item A |                  Description D |                 6379 |                 6311 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6163 |                   15 |                 auction_extra7 |
| +I |                  831 |                27120 |                 4585 |                          aPpLe | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra9 |                         Item D |                  Description B |                 4360 |                 3324 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8591 |                   20 |                 auction_extra7 |
| +I |                  832 |                14963 |                 4772 |                       facebook |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra8 |                         Item B |                  Description C |                 6973 |                 6511 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5072 |                   25 |                 auction_extra5 |
| +I |                  833 |                93597 |                 9816 |                          baidu |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra4 |                         Item A |                  Description A |                 4996 |                 5733 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2653 |                   20 |                 auction_extra7 |
| +I |                  834 |                55402 |                 6089 |                         google |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra8 |                         Item C |                  Description C |                 4069 |                 2670 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9291 |                    5 |                 auction_extra7 |
| +I |                  835 |                66263 |                 8918 |                          Apple |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                        extra10 |                         Item B |                  Description C |                 6041 |                 5384 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8625 |                   10 |                auction_extra10 |
| +I |                  836 |                80074 |                 2555 |                          baidu |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra9 |                         Item D |                  Description C |                 5055 |                 3216 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8708 |                   15 |                 auction_extra9 |
| +I |                  837 |                75732 |                 3395 |                          Apple |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra9 |                         Item E |                  Description A |                 7170 |                 6462 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9365 |                   25 |                 auction_extra7 |
| +I |                  838 |                82781 |                 8469 |                          baidu |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra2 |                         Item D |                  Description D |                 3124 |                 5379 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9318 |                    5 |                 auction_extra2 |
| +I |                  839 |                81311 |                 4215 |                          Apple |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra9 |                         Item C |                  Description D |                 2107 |                 3624 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4974 |                   10 |                auction_extra10 |
| +I |                  840 |                58546 |                 6057 |                       FaceBook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra2 |                         Item D |                  Description C |                 4380 |                 4301 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9485 |                    5 |                 auction_extra6 |
| +I |                  841 |                99224 |                 2676 |                          Apple |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra1 |                         Item E |                  Description D |                 5669 |                 4964 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4723 |                    5 |                 auction_extra3 |
| +I |                  842 |                62386 |                 3346 |                         google |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra3 |                         Item B |                  Description C |                 7061 |                 6072 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9322 |                   25 |                 auction_extra5 |
| +I |                  843 |                31055 |                 5168 |                          aPpLe |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra9 |                         Item C |                  Description A |                 2995 |                 3489 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9044 |                   15 |                 auction_extra1 |
| +I |                  844 |                69682 |                 1605 |                          aPpLe | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra8 |                         Item A |                  Description D |                 7609 |                 5245 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6886 |                   10 |                 auction_extra2 |
| +I |                  845 |                76281 |                 8777 |                         google | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra2 |                         Item C |                  Description E |                 5923 |                 4873 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 7871 |                    5 |                 auction_extra6 |
| +I |                  846 |                20290 |                 5792 |                          Apple |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra1 |                         Item D |                  Description B |                 3234 |                 6426 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5084 |                   10 |                 auction_extra5 |
| +I |                  847 |                40922 |                 6923 |                          Apple |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra2 |                         Item A |                  Description D |                 4124 |                 6465 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 1331 |                   20 |                 auction_extra7 |
| +I |                  848 |                88840 |                 9879 |                          baidu | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description D |                 4178 |                 4363 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9575 |                   10 |                 auction_extra2 |
| +I |                  849 |                17152 |                 7214 |                          Apple |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                        extra10 |                         Item D |                  Description C |                 3126 |                 4569 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8159 |                   25 |                 auction_extra2 |
| +I |                  850 |                11322 |                 5211 |                       FaceBook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra7 |                         Item E |                  Description E |                 2909 |                 5042 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6761 |                   15 |                 auction_extra9 |
| +I |                  851 |                41461 |                 5054 |                       FaceBook |               http://fb.com/ad | 2025-04-13 01:15:01.000 |                         extra8 |                         Item E |                  Description C |                 5408 |                 5644 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4583 |                   25 |                 auction_extra4 |
| +I |                  852 |                34768 |                 1523 |                       FaceBook | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra2 |                         Item D |                  Description B |                 4564 |                 5060 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8670 |                   25 |                auction_extra10 |
| +I |                  853 |                90547 |                 9393 |                       facebook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra3 |                         Item A |                  Description B |                 2513 |                 2882 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 6022 |                   20 |                 auction_extra7 |
| +I |                  854 |                12873 |                 2974 |                       facebook |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra5 |                         Item E |                  Description D |                 5745 |                 3612 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8574 |                    5 |                 auction_extra5 |
| +I |                  855 |                49168 |                 3159 |                          aPpLe | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra6 |                         Item D |                  Description D |                 7156 |                 4119 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 3952 |                   25 |                 auction_extra8 |
| +I |                  856 |                68128 |                 1632 |                         google |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra1 |                         Item A |                  Description B |                 7007 |                 3063 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 4914 |                   20 |                 auction_extra1 |
| +I |                  857 |                74130 |                 8535 |                       FaceBook |  http://baidu.cn/search?q=test | 2025-04-13 01:15:01.000 |                         extra5 |                         Item A |                  Description A |                 3100 |                 4884 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9402 |                    5 |                 auction_extra8 |
| +I |                  858 |                50818 |                 7591 |                       FaceBook |       http://social.com?src=fb | 2025-04-13 01:15:01.000 |                         extra1 |                         Item E |                  Description B |                 2960 |                 6341 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 8613 |                   15 |                 auction_extra2 |
| +I |                  859 |                95470 |                 2669 |                          aPpLe |  http://iosapps.com/?utm=apple | 2025-04-13 01:15:01.000 |                         extra1 |                         Item C |                  Description A |                 3608 |                 6036 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5261 |                    5 |                 auction_extra8 |
| +I |                  860 |                59115 |                 6711 |                       facebook | http://apple.com/ad?campaig... | 2025-04-13 01:15:01.000 |                         extra6 |                         Item D |                  Description B |                 6505 |                 3391 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 5763 |                   10 |                 auction_extra8 |
| +I |                  861 |                42122 |                 3599 |                       FaceBook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra4 |                         Item E |                  Description A |                 6046 |                 6086 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9390 |                   20 |                 auction_extra3 |
| +I |                  862 |                58946 |                 1743 |                       FaceBook |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra4 |                         Item E |                  Description C |                 3793 |                 2305 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 2739 |                   25 |                 auction_extra9 |
| +I |                  863 |                55522 |                 6150 |                          baidu |        http://google.com/track | 2025-04-13 01:15:01.000 |                         extra1 |                         Item E |                  Description B |                 7887 |                 2798 | 2025-04-13 01:15:01.000 | 2025-04-13 01:15:01.000 |                 9046 |                   20 |                 auction_extra4 |
